Title,Title,Genre,Languages,Series or Movie,Country Availability,Runtime,IMDb Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes
Captive Market,captive market,Mystery,Japanese,Movie,Japan,1-2 hour,4.4,,,,01-Dec-12,2017-05-29,14
Rangoon,rangoon,"Action, Drama, History, Romance, War",Hindi,Movie,"Israel,Portugal,Poland,Greece,Singapore,Romania,Germany,Spain,Sweden,Netherlands,Iceland,South Africa,France,Czech Republic,Slovakia,Lithuania,Russia,Belgium,Switzerland,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,South Korea,Hong Kong,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",> 2 hrs,5.6,1,9,,24-Feb-17,2017-05-29,3798
War Machine,war machine,"Comedy, Drama, War","English, Pushto",Movie,"Iceland,South Africa,France,Czech Republic,Slovakia,Lithuania,Russia,Belgium,Switzerland,India,Australia,United Kingdom,Brazil,Mexico,Argentina,Canada,United States,Israel,Portugal,Hong Kong,Poland,Greece,South Korea,Singapore,Romania,Germany,Spain,Sweden,Netherlands,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",> 2 hrs,6,,3,,26-May-17,2017-05-26,42098
Joshua: Teenager vs. Superpower,joshua: teenager vs. superpower,Documentary,"English, Cantonese",Movie,"Iceland,South Africa,Czech Republic,France,Hungary,Slovakia,Lithuania,Russia,Belgium,Switzerland,Australia,India,United Kingdom,Brazil,Mexico,Argentina,Canada,United States,Portugal,Hong Kong,Poland,Greece,South Korea,Singapore,Romania,Germany,Spain,Netherlands,Sweden,Japan,Israel,Italy,Thailand,Turkey,Colombia",1-2 hour,7.1,1,3,,20-Jan-17,2017-05-26,1295
Raees,raees,"Action, Crime, Drama",Hindi,Movie,"Iceland,South Africa,Czech Republic,Slovakia,Lithuania,Russia,India,Australia,United Kingdom,Canada,United States,Portugal,Hong Kong,Poland,Greece,Romania,Singapore,Spain,Germany,Sweden,France,Belgium,Switzerland,Mexico,Argentina,South Korea,Japan,Thailand,Hungary,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,6.8,4,15,"$3,262,954",25-Jan-17,2017-05-26,40440
The Girl with All the Gifts,the girl with all the gifts,"Action, Adventure, Drama, Horror, Sci-Fi, Thriller",English,Movie,"Japan,Portugal,Italy,Greece",1-2 hour,6.6,8,11,,26-Jan-17,2017-05-25,55007
Splash and Bubbles,splash and bubbles,"Animation, Adventure, Family, Musical",English,Series,"Russia,Lithuania,India,Romania,Mexico,Belgium,Switzerland,Portugal,South Africa,South Korea,Iceland,Thailand,United Kingdom,Hungary,Hong Kong,France,Brazil,Czech Republic,Germany,Israel,Australia,Poland,Singapore,Argentina,Greece,Slovakia,Malaysia,Turkey,Colombia",< 30 minutes,6.5,,3,,25-Sep-08,2017-05-25,84
Miracle Tunes,miracle tunes,Fantasy,Japanese,Series,Japan,< 30 minutes,,,,,02-Apr-17,2017-05-24,
Three,three,"Action, Crime, Thriller","Mandarin, English, Cantonese",Movie,"Romania,Russia,Lithuania,Hungary,South Africa,Czech Republic,Iceland,Israel,India,Greece,Slovakia",1-2 hour,5.9,3,12,"$119,550",24-Jun-16,2017-05-24,1693
The Visit,the visit,"Horror, Mystery, Thriller",English,Movie,United Kingdom,1-2 hour,6.2,1,14,"$65,206,105",11-Sep-15,2017-05-24,114273
Hasan Minhaj: Homecoming King,hasan minhaj: homecoming king,Comedy,English,Movie,"Sweden,Netherlands,South Africa,Iceland,Czech Republic,France,Hungary,Slovakia,Lithuania,Russia,Belgium,Switzerland,India,Australia,United Kingdom,Brazil,Mexico,Argentina,Canada,United States,Israel,Portugal,Hong Kong,Poland,Greece,South Korea,Singapore,Romania,Spain,Germany,Japan,Italy,Thailand,Turkey",1-2 hour,8.3,2,,,23-May-17,2017-05-23,6486
Ares,ares,"Drama, Sci-Fi, Thriller",French,Movie,"Romania,Czech Republic,Lithuania,United Kingdom,Canada,United States,Argentina,South Africa,Mexico,Hungary,France,Slovakia,Brazil,Israel,Colombia",1-2 hour,6.3,,,,23-May-17,2017-05-23,3420
Suicide Squad,suicide squad,"Action, Adventure, Fantasy, Sci-Fi","English, Japanese, Spanish",Movie,"France,Belgium,South Korea,Switzerland,Brazil,Germany,Italy,Argentina,Turkey,Mexico,Greece,Lithuania,India,Russia,Colombia",> 2 hrs,6,17,40,"$325,100,054",05-Aug-16,2017-05-22,603963
Twin Peaks,twin peaks,"Crime, Drama, Fantasy, Mystery, Thriller","English, French",Series,"Brazil,Argentina,Mexico,Colombia",< 30 minutes,8.5,16,39,,21-May-17,2017-05-22,56837
Moonlight,moonlight,Drama,English,Movie,"Japan,United States,South Korea,Australia",1-2 hour,7.4,229,290,"$27,854,932",18-Nov-16,2017-05-21,274341
Love Lasts Three Years,love lasts three years,"Comedy, Romance","French, English",Movie,France,1-2 hour,6.1,,,,18-Jan-12,2017-05-20,4565
Yamakasi,yamakasi,"Action, Drama, Crime","French, Arabic",Movie,France,1-2 hour,6.2,,,"$184,441",04-Apr-01,2017-05-20,11433
Collision,collision,"Action, Romance, Thriller","English, French, Arabic",Movie,Sweden,1-2 hour,5.9,,,,28-Jan-14,2017-05-20,2880
"I, Cesar","i, cesar","Comedy, Drama, Family, Romance",French,Movie,France,1-2 hour,6,,,,09-Apr-03,2017-05-20,1355
BLAME!,blame!,"Animation, Sci-Fi",Japanese,Movie,"Israel,Hong Kong,Portugal,Poland,Singapore,Greece,Romania,Spain,Germany,Netherlands,Sweden,South Africa,France,Czech Republic,Iceland,Slovakia,Hungary,Lithuania,Russia,Belgium,Switzerland,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,South Korea,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,6.6,,,,24-Oct-03,2017-05-20,367
Hard Romanticker,hard romanticker,Drama,Japanese,Movie,Japan,1-2 hour,6.2,,,,26-Nov-11,2017-05-19,181
The Cowards Who Looked to the Sky,the cowards who looked to the sky,Drama,Japanese,Movie,"Hong Kong,Thailand,Singapore,India,Malaysia",> 2 hrs,6.8,2,,,17-Nov-12,2017-05-19,144
Chronically Metropolitan,chronically metropolitan,"Comedy, Drama","English, Italian",Movie,United States,1-2 hour,5.1,,1,,04-Aug-17,2017-05-19,1030
Laerte-se,laerte-se,Documentary,Portuguese,Movie,"Netherlands,Sweden,South Africa,France,Iceland,Czech Republic,Slovakia,Lithuania,Russia,Belgium,Switzerland,India,Australia,Brazil,Mexico,Argentina,Canada,United States,Israel,Portugal,Hong Kong,Singapore,South Korea,Poland,Greece,Romania,Spain,Germany,Japan,Italy,Thailand,Hungary,Turkey,United Kingdom",1-2 hour,6.9,,,,01-May-17,2017-05-19,626
The Keepers,the keepers,"Documentary, Crime",English,Series,"Sweden,Netherlands,South Africa,France,Iceland,Czech Republic,Hungary,Slovakia,Lithuania,Russia,Belgium,Switzerland,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,Israel,Portugal,Poland,South Korea,Greece,Singapore,Romania,Spain,Germany,Hong Kong,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",< 30 minutes,8.1,1,8,,19-May-17,2017-05-19,18442
Yanik Koza,yanik koza,Drama,Turkish,Series,"Lithuania,India,United Kingdom,Canada,United States,Australia,Russia,South Africa,Hungary,Czech Republic,Slovakia,Turkey,Malaysia,Iceland,Israel",< 30 minutes,4.2,,,,04-Feb-05,2017-05-18,166
Wild Oats,wild oats,"Action, Adventure, Comedy, Drama","English, Spanish, German",Movie,"United States,Belgium,Canada",1-2 hour,5.7,,,"$40,598",16-Sep-16,2017-05-17,3451
Puss in Book: Trapped in an Epic Tale,puss in book: trapped in an epic tale,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy",English,Movie,"Sweden,South Africa,Iceland,France,Slovakia,Czech Republic,Lithuania,Russia,Switzerland,Belgium,India,Australia,Mexico,Argentina,United Kingdom,Canada,United States,Portugal,Hong Kong,Greece,Poland,Romania,Singapore,South Korea,Spain,Japan,Thailand,Hungary,Turkey,Germany,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,5.3,,2,,20-Jun-17,2017-05-17,479
Christine,christine,"Horror, Thriller",English,Movie,"United States,Canada",1-2 hour,6.7,,2,"$21,017,849",09-Dec-83,2017-05-16,72781
From Vegas to Macau III,from vegas to macau iii,"Comedy, Drama","Mandarin, Cantonese",Movie,"Brazil,Argentina,Mexico,Colombia",1-2 hour,2.3,,,,06-Feb-16,2017-05-16,2944
Crimson Peak,crimson peak,"Drama, Fantasy, Horror, Mystery, Thriller",English,Movie,"United Kingdom,Poland,Greece,Czech Republic,Hungary,Slovakia,Sweden,Switzerland,Germany,Iceland,Mexico,Argentina,Lithuania,Colombia,Romania",1-2 hour,6.5,6,42,"$31,090,320",16-Oct-15,2017-05-16,130637
Tracy Morgan: Staying Alive,tracy morgan: staying alive,Comedy,English,Movie,"Netherlands,Sweden,Iceland,France,Czech Republic,Slovakia,Hungary,Lithuania,Russia,Belgium,India,Brazil,Mexico,Argentina,Canada,United States,Portugal,Poland,Greece,South Korea,Romania,Spain,Germany,Hong Kong,Japan,Switzerland,South Africa,Italy,Israel,United Kingdom,Australia,Turkey,Singapore,Thailand",30-60 mins,6.1,,,,16-May-17,2017-05-16,1137
Snowden,snowden,"Biography, Crime, Drama, Thriller","English, American Sign Language, Russian",Movie,"Japan,Canada,United States,India",> 2 hrs,7.3,4,7,"$21,587,519",16-Sep-16,2017-05-15,138937
Chamatkar,chamatkar,"Comedy, Drama, Fantasy",Hindi,Movie,"South Africa,Iceland,Czech Republic,Hungary,Slovakia,Lithuania,Russia,India,Australia,United Kingdom,Canada,United States,Greece,Romania,Singapore,Spain,France,Switzerland,Belgium,Mexico,Thailand,Argentina,Germany,Malaysia,Netherlands,Israel,Colombia",> 2 hrs,6.6,,,,08-Jul-92,2017-05-15,5734
Kabhi Haan Kabhi Naa,kabhi haan kabhi naa,"Comedy, Drama, Music, Musical, Romance",Hindi,Movie,"South Africa,Iceland,Czech Republic,Hungary,Slovakia,Lithuania,Russia,India,Australia,United Kingdom,Canada,United States,Greece,Romania,Singapore,France,Belgium,Switzerland,Mexico,Germany,Spain,Thailand,Argentina,Netherlands,Israel,Colombia",> 2 hrs,7.8,2,,,25-Feb-94,2017-05-15,17260
Ram Jaane,ram jaane,"Action, Crime, Drama, Romance",Hindi,Movie,"South Africa,Czech Republic,Iceland,Slovakia,Lithuania,Russia,India,Australia,United Kingdom,Canada,United States,Greece,Romania,Spain,Singapore,France,Belgium,Switzerland,Mexico,Thailand,Hungary,Argentina,Germany,Malaysia,Netherlands,Israel,Colombia",> 2 hrs,5.4,,,,01-Dec-95,2017-05-15,3654
Lovesong,lovesong,Short,,Movie,"Portugal,Hungary,Russia,Belgium,Australia,Argentina,United States,Iceland,South Korea,Germany,Czech Republic,France,Poland,Lithuania,Slovakia,Sweden,Spain,Hong Kong,Japan,Romania,Turkey,Greece,South Africa,Singapore,Brazil,Netherlands,Israel,Italy,India,Mexico,Colombia",1-2 hour,6.3,,,,04-Mar-01,2017-05-15,489
The Intent,the intent,"Crime, Drama",English,Movie,United Kingdom,1-2 hour,4.4,,,,29-Jul-16,2017-05-15,837
LÃ­da BaarovÃ¡,lã­da baarovã¡,"Biography, Drama, History, Romance","Czech, German, English",Movie,"Israel,Hong Kong,Portugal,South Korea,Singapore,Poland,Greece,Romania,Spain,Germany,South Africa,Sweden,Czech Republic,Iceland,Netherlands,Slovakia,France,Lithuania,Russia,Switzerland,Belgium,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,5.8,,3,,21-Jan-16,2017-05-15,2035
Pinocchio,pinocchio,"Animation, Comedy, Family, Fantasy, Musical",English,Movie,Poland,1-2 hour,7.4,6,,"$84,254,167",23-Feb-40,2017-05-13,131352
Hell Teacher Nube,hell teacher nube,"Animation, Action, Comedy, Fantasy, Horror",Japanese,Series,Japan,< 30 minutes,6.7,,,,13-Apr-96,2017-05-12,79
End of a Gun,end of a gun,"Action, Crime, Thriller",English,Movie,Italy,1-2 hour,3.7,,,,23-Sep-16,2017-05-12,1610
Sahara,sahara,"Animation, Adventure, Comedy, Family, Romance","English, French",Movie,"Russia,Switzerland,India,Australia,United Kingdom,Argentina,United States,Hong Kong,Poland,South Korea,Singapore,Romania,Germany,South Africa,Sweden,Slovakia,Lithuania,Mexico,Canada,Japan,Thailand,Hungary,Turkey,Spain,Portugal,Czech Republic,Belgium,Greece,Malaysia,Brazil,Netherlands,Italy,Iceland,Israel,Colombia",1-2 hour,5.6,,1,,01-Feb-17,2017-05-12,2451
Mindhorn,mindhorn,"Comedy, Thriller",English,Movie,"Belgium,Argentina,United States,Portugal,South Korea,Iceland,Hungary,Russia,Australia,Germany,Czech Republic,Poland,Lithuania,Slovakia,Sweden,Spain,Hong Kong,Romania,Japan,Turkey,France,Greece,South Africa,Singapore,Switzerland,Thailand,Malaysia,Brazil,Netherlands,Israel,Italy,India,Mexico,Colombia,Canada",1-2 hour,6.3,1,2,,05-May-17,2017-05-12,11307
All Hail King Julien: Exiled,all hail king julien: exiled,"Animation, Short, Adventure, Comedy, Family, Fantasy",English,Series,"France,Switzerland,Australia,United Kingdom,Mexico,Canada,United States,India,Argentina,Sweden,Japan,Belgium,Germany,Portugal,Spain,Thailand,Singapore,Hong Kong,South Korea,Turkey,Iceland,South Africa,Czech Republic,Russia,Poland,Hungary,Slovakia,Lithuania,Romania,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,7.5,3,2,,12-May-17,2017-05-12,426
Get Me Roger Stone,get me roger stone,"Documentary, Biography",English,Movie,"South Africa,Czech Republic,Sweden,Iceland,Netherlands,Slovakia,Hungary,France,Lithuania,Russia,Belgium,Switzerland,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,Israel,Hong Kong,Portugal,South Korea,Greece,Poland,Singapore,Romania,Spain,Germany,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,7.4,2,,,12-May-17,2017-05-12,6783
Anne with an E,anne with an e,"Drama, Family",English,Series,"South Africa,Iceland,Czech Republic,Sweden,Slovakia,France,Netherlands,Lithuania,Russia,Belgium,Switzerland,India,Brazil,Australia,United Kingdom,Mexico,Argentina,United States,Israel,Portugal,Hong Kong,Greece,Poland,South Korea,Singapore,Romania,Spain,Germany,Canada,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,8.7,24,52,,12-May-17,2017-05-12,37752
Robinson Crusoe,robinson crusoe,"Adventure, Drama",English,Movie,"Belgium,Czech Republic,Netherlands,Australia,Poland,Slovakia,Sweden,France",1-2 hour,6,,,,12-Jun-97,2017-05-11,11829
Empire of the Wolves,empire of the wolves,"Action, Crime, Drama, Mystery, Thriller",French,Movie,"Germany,Switzerland",> 2 hrs,5.9,,,,20-Apr-05,2017-05-11,11179
7 Dwarves 2: The Wood Is Not Enough,7 dwarves 2: the wood is not enough,"Comedy, Fantasy",German,Movie,"Switzerland,Germany",1-2 hour,4.1,1,,,26-Oct-06,2017-05-11,3431
Deepwater Horizon,deepwater horizon,"Action, Drama, History, Thriller",English,Movie,"Romania,Hungary,South Korea,Japan,Canada,Thailand,Switzerland,Brazil,Czech Republic,Netherlands,Germany,Australia,India,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Mexico,Colombia",1-2 hour,7.1,3,15,"$61,433,527",30-Sep-16,2017-05-10,152382
Sieben Tage Sonntag,sieben tage sonntag,Drama,"German, Polish",Movie,"Switzerland,Germany",1-2 hour,5.9,,2,,05-Mar-09,2017-05-10,269
Michael,michael,"Comedy, Drama, Fantasy","English, Portuguese",Movie,"Lithuania,Mexico,South Africa,Switzerland,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,Thailand,Greece,Belgium,Sweden,Singapore,Japan,France,United States,Malaysia,Brazil,Netherlands,Israel,Poland,Turkey,Italy,Colombia",1-2 hour,5.7,,1,"$95,318,203",25-Dec-96,2017-05-10,41041
The Legend of Tarzan,the legend of tarzan,"Action, Adventure, Drama, Fantasy, Romance","English, Lingala, French",Movie,"France,Belgium,South Korea,Japan,Brazil,Germany,Italy,Argentina,Mexico,Colombia",1-2 hour,6.2,2,4,"$126,643,061",01-Jul-16,2017-05-09,163745
Queen of the South,queen of the south,"Action, Crime, Drama, Thriller",English,Series,"United States,Greece,Romania,Singapore,Spain,Sweden,Iceland,South Africa,France,Czech Republic,Slovakia,Lithuania,Russia,United Kingdom,Canada,Mexico,Argentina,India,Portugal,South Korea,Belgium,Poland,Germany,Australia,Hong Kong,Japan,Switzerland,Thailand,Hungary,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,7.9,2,17,,23-Jun-16,2017-05-09,19627
A Monster Calls,a monster calls,"Adventure, Drama, Family, Fantasy",English,Movie,"Hungary,Japan,Romania,Czech Republic,Spain,Australia,Slovakia,Malaysia,Sweden,United States",1-2 hour,7.5,39,53,"$3,740,823",06-Jan-17,2017-05-09,81312
Madras CafÃ©,madras cafã©,"Action, Drama, Thriller",Hindi,Movie,"Romania,Turkey,Lithuania,Mexico,South Africa,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,France,Poland,Japan,Thailand,Greece,Belgium,Sweden,Brazil,Netherlands,Israel,Italy,United States,Colombia",> 2 hrs,7.7,11,10,,23-Aug-13,2017-05-09,22916
Bbuddah Hoga Terra Baap,bbuddah hoga terra baap,"Action, Comedy, Crime, Thriller","Hindi, English",Movie,"Lithuania,Mexico,South Africa,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,Thailand,Greece,Belgium,Sweden,Singapore,Japan,France,Switzerland,United States,Poland,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",1-2 hour,5.6,,,,01-Jul-11,2017-05-09,2748
Gabbar Is Back,gabbar is back,"Action, Crime, Drama",Hindi,Movie,"Lithuania,Mexico,South Africa,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,Japan,Thailand,Greece,Belgium,Sweden,France,Switzerland,United States,Poland,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",> 2 hrs,7.1,1,1,"$534,601",01-May-15,2017-05-09,22678
Aiyyaa,aiyyaa,"Comedy, Romance",Hindi,Movie,"Romania,Turkey,Lithuania,Mexico,South Africa,Switzerland,Russia,United Kingdom,Canada,Australia,India,Iceland,Hong Kong,Singapore,Spain,Argentina,Czech Republic,Slovakia,Germany,Hungary,Portugal,France,Poland,Japan,Thailand,Greece,Belgium,Sweden,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,4.4,,4,,12-Oct-12,2017-05-09,1715
"Norm Macdonald: Hitlers Dog, Gossip and Trickery","norm macdonald: hitlers dog, gossip and trickery","Documentary, Comedy",English,Movie,"Israel,Hong Kong,Portugal,Singapore,Poland,Greece,Romania,Spain,Germany,South Africa,Iceland,France,Czech Republic,Hungary,Slovakia,Sweden,Netherlands,Lithuania,Russia,Belgium,Switzerland,India,Brazil,Australia,United Kingdom,Mexico,Argentina,Canada,United States,South Korea,Japan,Italy,Thailand,Turkey",1-2 hour,7.3,,,,09-May-17,2017-05-09,2180
7 Dwarves,7 dwarves,"Comedy, Fantasy",German,Movie,"Switzerland,Germany",1-2 hour,4.1,1,,,26-Oct-06,2017-05-06,3431
Spirit Riding Free,spirit riding free,"Animation, Action, Adventure, Family, Western",English,Series,"France,Switzerland,Belgium,Australia,United Kingdom,Mexico,Canada,United States,Portugal,Sweden,Germany,India,Argentina,Poland,Spain,Turkey,Hong Kong,Singapore,Thailand,South Korea,Czech Republic,South Africa,Russia,Greece,Hungary,Slovakia,Lithuania,Romania,Iceland,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,6.6,1,1,,05-May-17,2017-05-05,809
Handsome: A Netflix Mystery Movie,handsome: a netflix mystery movie,"Comedy, Mystery",English,Movie,"Iceland,Czech Republic,France,Netherlands,Hungary,Slovakia,Sweden,Lithuania,Russia,Belgium,Switzerland,India,Brazil,Australia,United Kingdom,Mexico,Argentina,Canada,United States,Portugal,Hong Kong,Greece,Poland,South Korea,Singapore,Romania,Spain,Germany,South Africa,Japan,Israel,Italy,Thailand,Turkey,Malaysia,Colombia",1-2 hour,5.2,,,,05-May-17,2017-05-05,4026
The Mars Generation,the mars generation,Documentary,,Movie,"Iceland,Czech Republic,Netherlands,France,Slovakia,Sweden,Lithuania,Russia,Switzerland,Belgium,India,Australia,Brazil,United Kingdom,Mexico,Argentina,Canada,United States,Israel,Portugal,South Korea,Greece,Poland,Romania,Spain,Germany,South Africa,Singapore,Hong Kong,Japan,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,6.4,2,1,,20-Jan-17,2017-05-05,898
Sams in Gefahr,sams in gefahr,Family,German,Movie,"Switzerland,Germany",1-2 hour,5.2,1,,,11-Dec-03,2017-05-05,304
Vicky the Viking,vicky the viking,"Action, Adventure, Comedy, Family","German, Cantonese",Movie,"Switzerland,Spain,Germany",1-2 hour,5.5,7,6,,09-Sep-09,2017-05-05,2925
TKKG: The Secret to the Mysterious Mind Machine,tkkg: the secret to the mysterious mind machine,"Action, Adventure, Crime, Family, Sci-Fi",German,Movie,"Switzerland,Germany",1-2 hour,4.3,1,,,28-Sep-06,2017-05-05,330
Crocodiles,crocodiles,"Adventure, Family",German,Movie,"Switzerland,Germany",1-2 hour,6.1,5,1,,26-Mar-09,2017-05-05,1098
